id,upacc,kingdom,phylum,class,order,family,genus,species
A0A370MWI8,A0A370MWI8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370NCW5,A0A370NCW5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370NB75,A0A370NB75,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370MVR9,A0A370MVR9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370NE68,A0A370NE68,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370MYF7,A0A370MYF7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A370N4A7,A0A370N4A7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lacunae
A0A1Z4K5X7,A0A1Z4K5X7,Bacteria,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix brevissima
A0A1Z4JXW6,A0A1Z4JXW6,Bacteria,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix brevissima
A0A1Z4K3G5,A0A1Z4K3G5,Bacteria,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix brevissima
G7CDR5,G7CDR5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium thermoresistibile (Mycobacterium thermoresistibile)
A0A4S3ZPR2,A0A4S3ZPR2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. CC-CTC003
E1SGP1,E1SGP1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea vagans
A0A397PJA8,A0A397PJA8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia,Hephaestia caeni
A0A6P2BW87,A0A6P2BW87,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Treboniaceae,Trebonia,Trebonia kvetii
A0A6P2C6G1,A0A6P2C6G1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Treboniaceae,Trebonia,Trebonia kvetii
N6XB20,N6XB20,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. 63
N6Y0X3,N6Y0X3,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. 63
N6Y138,N6Y138,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. 63
A0A2G1QQE0,A0A2G1QQE0,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Zhengella,Zhengella mangrovi
A0A2G1QQ78,A0A2G1QQ78,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Zhengella,Zhengella mangrovi
A0A1G6PJT4,A0A1G6PJT4,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,Niabella drilacis (strain DSM 25811 / CCM 8410 / LMG 26954 / E90)
A0A3M2L348,A0A3M2L348,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia stercoris
A0A3M2L7Q1,A0A3M2L7Q1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia stercoris
A0A3M2KVR4,A0A3M2KVR4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia stercoris
A0A3M2KUM9,A0A3M2KUM9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia stercoris
A0A5C6BCZ1,A0A5C6BCZ1,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia
A0A5C6ATD5,A0A5C6ATD5,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia
A0A5C6A532,A0A5C6A532,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia
A0A1I3RVL8,A0A1I3RVL8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter persicus
Q5L1X8,Q5L1X8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
Q5KZQ4,Q5KZQ4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
Q5L1K3,Q5L1K3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
Q5KZD1,Q5KZD1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
Q5L1J1,Q5L1J1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
A0A7I7XIE8,A0A7I7XIE8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium madagascariense
A0A0N1AJX3,A0A0N1AJX3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. AAP1
A0A521BD22,A0A521BD22,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,Saccharicrinis carchari
A0A521DEQ8,A0A521DEQ8,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,Saccharicrinis carchari
A0A1H3YYT6,A0A1H3YYT6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubrimonas,Rubrimonas cliftonensis
D9QEX7,D9QEX7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis
R7EZY9,R7EZY9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:485
A0A1M5S1G7,A0A1M5S1G7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas marina
A0A562ZS45,A0A562ZS45,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZN92,A0A562ZN92,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZWM8,A0A562ZWM8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZJW8,A0A562ZJW8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZHF8,A0A562ZHF8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZMU4,A0A562ZMU4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZWJ2,A0A562ZWJ2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A562ZIJ2,A0A562ZIJ2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sp. HX-9-20
A0A4Y8LBV7,A0A4Y8LBV7,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus sp. R-1-5s-1
A0A2S8ESQ2,A0A2S8ESQ2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Rhodobacteraceae bacterium WD3A24
A0A3N4A9S5,A0A3N4A9S5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Kocuria,Kocuria soli
A0A3N4A8K0,A0A3N4A8K0,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Kocuria,Kocuria soli
R7B260,R7B260,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. CAG:43
J7IU03,J7IU03,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus meridiei
A0A0C5VQ82,A0A0C5VQ82,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,Gynuella sunshinyii
A0A0Q1AKD8,A0A0Q1AKD8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lowii
F9PN42,F9PN42,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 175
A0A099PB99,A0A099PB99,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola,Nitrincola sp. A-D6
A0A073ICN2,A0A073ICN2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter donghicola
A0A2U2RZI3,A0A2U2RZI3,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium SCGC AAA795-G10
A0A2U2RYV3,A0A2U2RYV3,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium SCGC AAA795-G10
A0A2U2RW85,A0A2U2RW85,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium SCGC AAA795-G10
A0A1H7TR94,A0A1H7TR94,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A1H8AA14,A0A1H8AA14,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A1H7P686,A0A1H7P686,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A1H8BQG5,A0A1H8BQG5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A1H7JS32,A0A1H7JS32,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A1H8CYN2,A0A1H8CYN2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea pusilla
A0A0R2GW89,A0A0R2GW89,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus ingluviei
A0A0R2H4H1,A0A0R2H4H1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus ingluviei
E6K1F3,E6K1F3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Bifidobacteriales,Bifidobacteriaceae,Parascardovia,Parascardovia denticolens (Bifidobacterium denticolens)
A0A1H3DVP2,A0A1H3DVP2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum,Roseicitreum antarcticum
A0A1H2R8B1,A0A1H2R8B1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum,Roseicitreum antarcticum
A0A2T7QCR1,A0A2T7QCR1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A2T7QCU9,A0A2T7QCU9,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A2T7QBS1,A0A2T7QBS1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A2T7Q843,A0A2T7Q843,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A2T7QBJ5,A0A2T7QBJ5,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A2T7Q5Q3,A0A2T7Q5Q3,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. NS-102
A0A4R0NRV0,A0A4R0NRV0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychroterrae
A0A4R0NMZ3,A0A4R0NMZ3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychroterrae
A0A4R0NPJ1,A0A4R0NPJ1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychroterrae
A0A4V2MLA6,A0A4V2MLA6,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychroterrae
A0A4U1B5J4,A0A4U1B5J4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea mangrovi
G8AKF9,G8AKF9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum baldaniorum
G8AX16,G8AX16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum baldaniorum
A0A089XHZ1,A0A089XHZ1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens
A0A089XE57,A0A089XE57,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens
K0EPL3,K0EPL3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
K0EXM9,K0EXM9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
K0F0L7,K0F0L7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
K0F1B8,K0F1B8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
A0A1I5VET5,A0A1I5VET5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas,Tranquillimonas alkanivorans
A0A1I5V5G5,A0A1I5V5G5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas,Tranquillimonas alkanivorans
A0A1I5NPC3,A0A1I5NPC3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas,Tranquillimonas alkanivorans
A0A1I5W5E1,A0A1I5W5E1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas,Tranquillimonas alkanivorans
A0A1I5X0J1,A0A1I5X0J1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas,Tranquillimonas alkanivorans
W9E4D2,W9E4D2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Catenulisporales,Actinospicaceae,Actinospica,Actinospica robiniae
A0A166W4F4,A0A166W4F4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea
A0A166X5B0,A0A166X5B0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea
A0A1Y0NAN3,A0A1Y0NAN3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3
A0A1Y0NA81,A0A1Y0NA81,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3
A0A1Y0N673,A0A1Y0N673,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3
A0A1Y0NEC9,A0A1Y0NEC9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3
A0A1Y0N3D4,A0A1Y0N3D4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3
A0A0F0KSR7,A0A0F0KSR7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium azadirachtae
A0A023BPL7,A0A023BPL7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina atlantica
A0A252DMF7,A0A252DMF7,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. T09
A0A252EDT4,A0A252EDT4,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. T09
A0A252DPW9,A0A252DPW9,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. T09
W0EEY9,W0EEY9,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium metallireducens
A0A3N6FI66,A0A3N6FI66,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI96-02
A0A3N6EQK8,A0A3N6EQK8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI96-02
A0A7G7BED6,A0A7G7BED6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
A0A7G7BWB4,A0A7G7BWB4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
A0A7G7BH38,A0A7G7BH38,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
U1GGJ4,U1GGJ4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
A0A7M2YUV6,A0A7M2YUV6,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta
A0A7M2YX71,A0A7M2YX71,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta
A0A7M2YTM0,A0A7M2YTM0,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta
A0A7M2YZH6,A0A7M2YZH6,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta
A0A7M2YV65,A0A7M2YV65,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta
A0A1V9KCB5,A0A1V9KCB5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. M41(2017)
A0A1V9K1Q7,A0A1V9K1Q7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. M41(2017)
A0A7W6K4P9,A0A7W6K4P9,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6K501,A0A7W6K501,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6K2G9,A0A7W6K2G9,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6K4H1,A0A7W6K4H1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6K528,A0A7W6K528,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6K870,A0A7W6K870,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
A0A7W6JYE2,A0A7W6JYE2,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium borbori
S9QN03,S9QN03,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter arenae
A0A367FL62,A0A367FL62,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium album
A0A367FG91,A0A367FG91,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium album
A0A367FK55,A0A367FK55,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium album
A0A367FP21,A0A367FP21,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium album
A0A4R5KPH8,A0A4R5KPH8,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4R5KUM5,A0A4R5KUM5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4R5KWL1,A0A4R5KWL1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4R5KW87,A0A4R5KW87,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4R5KFJ8,A0A4R5KFJ8,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4R5KRU9,A0A4R5KRU9,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A4V2ZSZ6,A0A4V2ZSZ6,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
A0A2H5YAI9,A0A2H5YAI9,Bacteria,,,,,,bacterium HR23
A0A2H5YAJ6,A0A2H5YAJ6,Bacteria,,,,,,bacterium HR23
A0A2H5YET7,A0A2H5YET7,Bacteria,,,,,,bacterium HR23
A0A2H5YE43,A0A2H5YE43,Bacteria,,,,,,bacterium HR23
A0A4R7CAU9,A0A4R7CAU9,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Enterovirga,Enterovirga rhinocerotis
A0A4R7CBM4,A0A4R7CBM4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Enterovirga,Enterovirga rhinocerotis
A0A4R7C749,A0A4R7C749,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Enterovirga,Enterovirga rhinocerotis
A0A1J0WEM2,A0A1J0WEM2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter alexandrii
A0A1J0WNG4,A0A1J0WNG4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter alexandrii
A0A1J0WNS1,A0A1J0WNS1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter alexandrii
A0A1J0WKH7,A0A1J0WKH7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter alexandrii
A0A0Q6CCA1,A0A0Q6CCA1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas sp. Leaf454
A0A286CZ56,A0A286CZ56,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas wuyuanensis
A0A286DEY4,A0A286DEY4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas wuyuanensis
A0A286D8Y7,A0A286D8Y7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas wuyuanensis
A0A6B3VY72,A0A6B3VY72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aquiflavi
A0A6B3VXR3,A0A6B3VXR3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aquiflavi
A0A3S3R0V7,A0A3S3R0V7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cerinum
W9HDL3,W9HDL3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella stibiiresistens
W9HCP6,W9HCP6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella stibiiresistens
W9H5S6,W9H5S6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella stibiiresistens
